"ESTC_Number","Author","Author_dates","Title","Edition","Publication_City","Imprint","Imprint_Date","Regularized_Year","Pagination","Illustrations","Format","Citations"
"T79214","Astruc, John,","1684-1766.","A treatise of the venereal disease,","","London :","printed for W. Innys and R. Manby at the West-End of St. Paul's, C. Davis in Pater-Noster-Row, and J. Clarke under the Royal-Exchange, in Cornhill,","MDCCXXXVII. [1737]",1737,"2v. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2363"
"T79244","Hickes, George,","1642-1715.","A second collection of controversial letters relating to the Church of England,","","London :","printed by W.B. for Richard Sare at Grays-Inn-Gate in Holbourn,",1710.,1710,"lxxxiii,[13],219[i.e.223],[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 4"
"T79246","Hickes, George,","1642-1715.","A sure guide to the Holy Sacrament: or, the devout soul's entertainment both before, at, and after, the Holy Communion. Chiefly extracted from the ancient liturgies, the Holy Scriptures, and the Writings of the most Orthodox Divines. Revis'd and recommended by the Reverend George Hickes, D. D. Some time before his Death.","","London :","printed for Charles Rivington, at the Bible and Crown in St. Paul's Church-Yard,",1718.,1718,"[8],192,195-208,[2]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 421"
"T79249","Hickes, George,","1642-1715.","Thirteen sermons on practical subjects by the late learned George Hickes D.D. Dean of Worcester. Published by Nathanael Spinkes A.M.","","London :","printed for John Hinton at the King's Arms in St. Paul's Church-Yard,","MDCCXLI. [1741]",1741,"[12],411,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1217"
"T79250","Hickes, George,","1642-1715.","A volume of posthumous discourses of the late Reverend and learned Dr. George Hickes, Dean of Worcester. Left in the hands of, and now published, by N. Spinckes, M.A.","","London :","printed by W. Bowyer, in White-Fryars,",1726.,1726,"[12],411,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1217"
"T79253","Synge, Edward,","1659-1741.","A true church-man set in a just and clear light:","","London :","printed for the executors of R. Sare, and sold by R. Williamson near Grays-Inn Gate in Holbourn,",1726.,1726,"47,[1]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 1193"
"T79473","",NULL,"A brief answer to a late pamphlet, entituled, A defence of the doctrine and practice of the Church of England,","","London :","printed by W. Bowyer, for J. Morphew near Stationers-Hall,",1712.,1712,"32p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 119"
"T7948","Gyles, Fletcher,","d. 1741.","Librorum in omnibus ferè linguis artibus, ac scientiis maximè insignium amplissima collectio. A catalogue of the libraries of an English nobleman, and of the Rev. John Pitt, ... Which will be sold very cheap ... on Tuesday November 18 1735. ... By Fletcher Gyles, ...","","[London,","","1735]",1735,"[2],110p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2207"
"T7954","Whiston, John,","1711-1780.","A catalogue of the libraries of Charles Mein of Stoke-Newington ... and of the very learned Moses du Soul ... Which will be sold ... on Tuesday March 23, 1735-6. By John Whiston, ...","","[London,","","1736]",1736,"[4],108p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2252"
"T7955","Whiston, John,","1711-1780.","A catalogue of above six thousand volumes, among which is the entire library of William Trimnell, ... Which will be sold cheap ... on Thursday, February the 2d. 1737-8. By John Whiston, ...","","[London,","","1738]",1738,"[2],88,73-80,97-106p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2487"
"T79878","Baynard, Edward,","b. 1641.","Health, a poem.","","London :","printed and sold by James Bettenham,",1719.,1719,"[12],48p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 552"
"T80404","",NULL,"A bill for preventing frauds committed by bankrupts, ...","","[London,","","1731]",1731,"31,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1664"
"T80406","",NULL,"A bill for making more effectual the laws in being for disabling persons from being chosen members of, or sitting or voting in the House of Commons, who have any pension during pleasure, or for any number of years, or any offices held in trust for them.","","[London,","","1731]",1731,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1628"
"T80407","",NULL,"A bill for regulating and restraining the Charitable Corporation for Relief of Industrious Poor, by assisting them with small sums upon pledges at legal interest, ...","","[London,","","1731]",1731,"13,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1670 u"
"T80410","",NULL,"A bill to prevent suits for tythes, where none, nor any composition for the same, have been paid within a certain number of years.","","[London,","","1731]",1731,"1 sheet ;","","1/2⁰.","Maslen & Lancaster. Bowyer ledgers, 1644"
"T80434","",NULL,"The case of the corporation of the city of Worcester, in relation to the work-house.","","[London :","William Bowyer,","1730]",1730,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1542."
"T80450","",NULL,"Reasons humbly offered to the Honourable House of Commons, against passing a bill for providing a maintenance for the minister of the church of St. John Clerkenwell, in the county of Middlesex.","","[London :","s.n.,","1731?]",1731,"3, [1] p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1654"
"T80573","",NULL,"The upper gallery.","","[London] :","Dublin, printed. London, reprinted, and sold by J. Roberts in Warwick-Lane,","MDCCXXXIII. [1733]",1733,"16p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 1910"
"T80742","Perronet, Vincent,","1693-1785.","A second vindication of Mr. Locke, wherein his sentiments relating to personal identity are clear'd up from some mistakes of the Rev. Dr. Butler, in his dissertation on that subject. And the various objections rais'd against Mr. Locke, by the learned author of An enquiry into the nature o the human soul, are consider'd. To which are added Reflections on some Passages of Dr. Watts's Philosophical Essays. By Vin. Perronet, A. M. Vicar of Shoreham in Kent and Chaplain to the Right Hon. Earl Stanhope.","","London :","printed for Fletcher Gyles, against Gray's-Inn in Holbourn, and sold by J. Roberts in Warwick Lane, R. Clements at Oxford, and W. Thurlbourn at Cambridge,","MDCCXXXVIII. [1738]",1738,"[16],132p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2529"
"T81025","Blair, Patrick,","d. 1728.","Botanick essays.","","London :","printed by William and John Innys, printers to the Royal Society, at the Prince's Arms, the West end of St. Paul's,","MDCCXX. [1720]",1720,"[36],414,[2]p.,plates ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 591"
"T81844","Mason, John,","1706-1763.","The good Christian's gain by death.","The second edition.","London :","printed for R. Williamson,",1726.,1726,"[2],iii,[1],14p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 1263"
"T81845","Mason, John,","1706-1763.","The good Christian's gain by death.","","London :","printed for R. Williamson,",1726.,1726,"[2],iii,[1],14p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 1260"
"T81962","Beveridge, William,","1637-1708.","Private thoughts: in two parts compleat. Part I. Upon religion, digested into twelve articles; with practical resolutions form'd thereupon. Part II. Upon a christian life; or, Necessary Directions for its Beginning and Progress upon Earth, in Order to its Final Perfection in the Beatifick Vision. By the Right Reverend Father in God, William Beveridge, D. D. late Lord Bishop of St. Asaph.","The tenth edition.","London :","printed for W. Taylor, at the Ship and Black Swan in Paternoster-Row,",1720.,1720,"202,[2]p.,plate :","port. ;","12⁰.","Maslen & Lancaster. Bowyer ledgers, 678"
"T81967","Beveridge, William,","1637-1708.","Private thoughts: upon a christian life; or, necessary directions for its beginning and progress upon earth, in order to its final perfection in the beatifick vision. Part II. By ... William Beveridge, ...","The fifth edition.","London :","printed for W. Taylor,",1720.,1720,"228p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 678"
"T82245","",NULL,"The whole book of Psalms: collected into English metre,","","London :","printed by William Bowyer, for the Company of Stationers,","MDCCXV. [1715]",1715,"[102]p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 262"
"T82452","Kennett, White,","1660-1728.","The christian scholar:","The fifth edition.","London :","printed for Richard Sare, at Gray's Inn-Gate, in Holborn,",1710.,1710,"47,[1]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 3"
"T82952","Knowles, Gilbert,","b. 1674.","Materia medica botanica; in qua symptomata variorum morborum describuntur, herbaeque iisdem depellendis aptissimæ apponuntur, tam quæ in nostris hic sponte oris, quam quæ in aliis orbis regionibus nascuntur: plantae exoticae, sive alienigenae, numero plùs quadringentae quantùm ad omens partes ex peritissimis botanices authoribus, ut Raio, Tournefortio, &c. accuratissimè describuntur. Variae episodiae, ornatûs causâ, intertexuntur. Octingentis, praeter propter, carminibus Latinis hexametris totum opus constat. Authore G. Knowles.","","Londini :","typis Guil. Bowyer: prostant apud Guil. Lewis bibliopolam in vico dicto Russel-Street, Covent-Garden,","MDCCXXIII [1723].",1723,"[14],256,[20]p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 880"
"T83068","Wotton, William,","1666-1727.","Wotton's short view of George Hickes's grammatico-critical and archeological treasury of the ancient northern languages,","The second edition, with emendations and large add","London :","printed for, and sold by D. Browne, Bookseller at the Black Swan without Temple Bar,","MDCCXXXVII. [1737]",1737,"[14],xv,[7],206,[10]p. :","ill. ;","4⁰.","Maslen & Lancaster. Bowyer ledgers, 2421"
"T83069","Wotton, William,","1666-1727.","Wotton's short view of George Hickes's grammatico-critical and archeological treasure of the ancient northern-languages,","","London :","printed for the Author, and sold by D. Browne, Bookseller, at the Black Swan without Temple-Bar,","MDCCXXXV. [1735]",1735,"[20],136;5,[3]p. :","ill. ;","4⁰.","Maslen & Lancaster. Bowyer ledgers, 2134"
"T83258","Adams, William,","1674 or 5-1714.","Fifteen discourses occasionally deliver'd before the University of Oxford. By William Adams, M. A. late Student of Christ-Church, and Rector of Staunton upon Wye in Herefordshire. Published by Henry Sacheverell, D.D.","","London :","printed by W. Bowyer, for Henry Clements at the Half-Moon in St. Paul's Church-Yard,",1716.,1716,"[16],517,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 284"
"T83418","Gomez,","1684-1770.","The life of Osman the great, Emperor of the Turks; who first attempted the conquest of Poland, and the uniting that Kingdom to the dominions of the Ottoman Porte. Compiled from the memoirs of three successive ambassadors from the King of France to the Grand-Signior, by Mada de Gomez, ... Faithfully translated from the French, by John Williams, Esq; In two volumes. ...","","London :","printed for J. Hazard; S. Birt; C. Corbett; C. Ward and R. Chandler, in Fleet-street, and at Scarborough,",1735.,1735,"2v. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 2085"
"T83567","Wotton, William,","1666-1727.","Miscellaneous discourses relating to the traditions and usages of the scribes and pharisees in our blessed saviour Jesus Christ's time. In two volumes. The first, Containing, I. A Discourse of the Nature, Authority and Usefulness of the Misna. II. Table and Contents of all the Titles of the Misna. III. A Discourse of the Recital of the Shema, Phylacteries, and Schedules of Gates and Door-Posts. IV. Texts relating to the religious Observation of one Day in seven. With Annotations. The second, Containing, Shabbath. A Title of the Misna concerning the Sabbath. Eruvin. A Title of the Misna, concerning the Mixtures practised by the Jews in Jesus Christ's Time, to strengthen the Observation of the Sabbath. In Hebrew and English. With Annotations. By W. Wotton, D.D.","","London :","printed by W. Bowyer, for Tim. Goodwin at the Queen's Head against St. Dunstan's Church in Fleetstreet,",1718.,1718,"2v.,plates ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 441"
"T83574","Wotton, William,","1666-1727.","A discourse concerning the confusion of languages at Babel;","","London :","printed for S. Austen at the Angel and Bible in St. Paul's Church-Yard; and W. Bowyer, in White-Fryars,","MDCCXXX. [1730]",1730,"[2],70p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1553"
"T83609","Secundus, Johannes,","1511-1536.","Basia Joannis Secundi Nicolai Hagensis: or The kisses of Joannes Secundus Nicolaius of the Hague. In Latin and English verse. With the life of Secundus, and a Critic upon his Basia. Adorn'd with a cut of the author, and another of his Mistress Julia, engrav'd by the famous Bernard Picart the Roman.","","London :","printed for Henry Lintot, at the Cross-Keys between the Temple Gates, Fleetstreet,","MDCCXXXI. [1731]",1731,"xxxvi,[2],98p.,plate :","ports ;","12⁰.","Maslen & Lancaster. Bowyer ledgers, 1703"
"T83703","Symson, Matthias,","","The present state of Scotland.","","London :","printed for J. Brotherton, A. Bettesworth, and C. Hitch, G. Strahan, W. Mears, R. Ware, E. Symon, and J. Clarke,","MDCCXXXVIII. [1738]",1738,"[2],ii,253,[3]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2494"
"T8374","Bisse, Thomas,","d. 1731.","A sermon preach'd before the Sons of the Clergy,","","London :","printed for R. Wilkin at the King's-Head and and H. Clements at the Half Moon in St. Paul's Church-Yard,",1716.,1716,"[4],51,[1]p ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 367"
"T8375","Sacheverell, Henry,","1674-1724.","A sermon preach'd before the Sons of the Clergy at their anniversary-meeting in the cathedral-church of St. Paul, December 10, 1713.","","London :","printed for Henry Clements at the Half-Moon in St. Paul's Church-Yard,",1714.,1714,"[4],40p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 184"
"T8376","Bell, George,","1683 or 4-1734.","St. Paul's behaviour in the cause of the Gospel.","","London :","printed for Richard Sare at Gray's-Inn-Gate in Holbourn, and Ham. Banks at the Golden Key against St. Dunstan's Church in Fleetstreet,",1713.,1713,"24p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 163"
"T83874","Florus, Lucius Annaeus.","","L. Annaei Flori libri IV. Cum textu (ut speratur) purissimo et selectis quibusdam variis lectionibus. Accedit Jo. Isaci Pontani oratio isagogica sive introductio ad Florum Romanamque historiam. Nec non Lucius Ampelius ex bibliotheca Cl. Salmasii.","","Londini :","typis Gul. Bowyer, pro Societate Stationariorum,","MDCCXXXV. [1735]",1735,"155,[1]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 2197"
"T83886","",NULL,"The nature and design of holy-days explained:","The third edition.","London :","printed by W.B. for Richard Sare near Grays-Inn-Gate in Holborn,","[1722]",1722,"[6],101,[1]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 844"
"T8406","Bisse, Thomas,","d. 1731.","A rationale on cathedral worship or choir-service.","The second edition. ..","London :","printed for W. and J. Innys at the Prince's Arms at the West-End of St. Paul's,",1721.,1721,"61,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 765"
"T84402","Littleton, Adam,","1627-1694.","Dr. Adam Littleton's Latin dictionary,","","London :","printed for J. Walthoe, J. J. and P. Knapton, R. Wilkin, D. Midwinter, T. Osborne [and 19 others in London],",1735.,1735,"[1430]p.,plates :","maps ;","4⁰.","Maslen & Lancaster. Bowyer ledgers, 2168"
"T84656","Allen, John,","1660?-1741.","Synopsis universæ medicinæ practicæ:","","Londini :","impensis R. Knaplock. J. Tonson, G. & J. Innys,","MDCCXIX. [1719]",1719,"[8],422,[10]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 487"
"T84657","Allen, John,","1660?-1741.","Synopsis universæ medicinæ practicæ:","Editio tertio prioribus, triente plus, auctior.","Londini :","impensis W. Innys ad Insignia Principis in Cœmeterio Divi Pauli,","MDCCXXIX. [1729]",1729,"[8], 374; [2], 385-636, [48] p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1456"
